id,stopNumber,routeName
21325,26,GTMLVRN-WEYMTH-A73FEB
21326,27,GTMLVRN-WEYMTH-A73FEB
21327,28,GTMLVRN-WEYMTH-A73FEB
21328,29,GTMLVRN-WEYMTH-A73FEB
21329,30,GTMLVRN-WEYMTH-A73FEB
21330,0,BRSTPWY-WEYMTH-25C1BD
21331,1,BRSTPWY-WEYMTH-25C1BD
21332,2,BRSTPWY-WEYMTH-25C1BD
21333,3,BRSTPWY-WEYMTH-25C1BD
21334,4,BRSTPWY-WEYMTH-25C1BD
21335,5,BRSTPWY-WEYMTH-25C1BD
21336,6,BRSTPWY-WEYMTH-25C1BD
21337,7,BRSTPWY-WEYMTH-25C1BD
21338,8,BRSTPWY-WEYMTH-25C1BD
21339,9,BRSTPWY-WEYMTH-25C1BD
21340,10,BRSTPWY-WEYMTH-25C1BD
21341,11,BRSTPWY-WEYMTH-25C1BD
21342,12,BRSTPWY-WEYMTH-25C1BD
21343,13,BRSTPWY-WEYMTH-25C1BD
21344,14,BRSTPWY-WEYMTH-25C1BD
21345,15,BRSTPWY-WEYMTH-25C1BD
21346,16,BRSTPWY-WEYMTH-25C1BD
21347,17,BRSTPWY-WEYMTH-25C1BD
21348,18,BRSTPWY-WEYMTH-25C1BD
21349,19,BRSTPWY-WEYMTH-25C1BD
21350,20,BRSTPWY-WEYMTH-25C1BD
21351,21,BRSTPWY-WEYMTH-25C1BD
21352,0,PENZNCE-PLYMTH-2B092B
21353,1,PENZNCE-PLYMTH-2B092B
21354,2,PENZNCE-PLYMTH-2B092B
21355,3,PENZNCE-PLYMTH-2B092B
21356,4,PENZNCE-PLYMTH-2B092B
21357,5,PENZNCE-PLYMTH-2B092B
21358,6,PENZNCE-PLYMTH-2B092B
21359,7,PENZNCE-PLYMTH-2B092B
21360,8,PENZNCE-PLYMTH-2B092B
21361,9,PENZNCE-PLYMTH-2B092B
21362,10,PENZNCE-PLYMTH-2B092B
21363,11,PENZNCE-PLYMTH-2B092B
21364,12,PENZNCE-PLYMTH-2B092B
21365,13,PENZNCE-PLYMTH-2B092B
21366,0,PENZNCE-PLYMTH-462600
21367,1,PENZNCE-PLYMTH-462600
21368,2,PENZNCE-PLYMTH-462600
21369,3,PENZNCE-PLYMTH-462600
21370,4,PENZNCE-PLYMTH-462600
21371,5,PENZNCE-PLYMTH-462600
21372,6,PENZNCE-PLYMTH-462600
21373,7,PENZNCE-PLYMTH-462600
21374,8,PENZNCE-PLYMTH-462600
21375,9,PENZNCE-PLYMTH-462600
21376,10,PENZNCE-PLYMTH-462600
21377,11,PENZNCE-PLYMTH-462600
21378,12,PENZNCE-PLYMTH-462600
21379,13,PENZNCE-PLYMTH-462600
21380,14,PENZNCE-PLYMTH-462600
21381,15,PENZNCE-PLYMTH-462600
21382,16,PENZNCE-PLYMTH-462600
21383,0,DIDCOTP-PADTON-C78E7D
21384,1,DIDCOTP-PADTON-C78E7D
21385,2,DIDCOTP-PADTON-C78E7D
21386,3,DIDCOTP-PADTON-C78E7D
21387,4,DIDCOTP-PADTON-C78E7D
21388,5,DIDCOTP-PADTON-C78E7D
21389,6,DIDCOTP-PADTON-C78E7D
21390,7,DIDCOTP-PADTON-C78E7D
21391,8,DIDCOTP-PADTON-C78E7D
21392,9,DIDCOTP-PADTON-C78E7D
21393,10,DIDCOTP-PADTON-C78E7D
21394,11,DIDCOTP-PADTON-C78E7D
21395,0,PENZNCE-PLYMTH-D89170
21396,1,PENZNCE-PLYMTH-D89170
21397,2,PENZNCE-PLYMTH-D89170
21398,3,PENZNCE-PLYMTH-D89170
21399,4,PENZNCE-PLYMTH-D89170
21400,5,PENZNCE-PLYMTH-D89170
21401,6,PENZNCE-PLYMTH-D89170
21402,7,PENZNCE-PLYMTH-D89170
21403,8,PENZNCE-PLYMTH-D89170
21404,9,PENZNCE-PLYMTH-D89170
21405,10,PENZNCE-PLYMTH-D89170
21406,11,PENZNCE-PLYMTH-D89170
21407,12,PENZNCE-PLYMTH-D89170
21408,13,PENZNCE-PLYMTH-D89170
21409,14,PENZNCE-PLYMTH-D89170
21410,15,PENZNCE-PLYMTH-D89170
21411,16,PENZNCE-PLYMTH-D89170
21412,17,PENZNCE-PLYMTH-D89170
21413,18,PENZNCE-PLYMTH-D89170
21414,0,LISKARD-PLYMTH-FED831
21415,1,LISKARD-PLYMTH-FED831
21416,2,LISKARD-PLYMTH-FED831
21417,3,LISKARD-PLYMTH-FED831
21418,0,PENZNCE-PLYMTH-2AD529
21419,1,PENZNCE-PLYMTH-2AD529
21420,2,PENZNCE-PLYMTH-2AD529
21421,3,PENZNCE-PLYMTH-2AD529
21422,4,PENZNCE-PLYMTH-2AD529
21423,5,PENZNCE-PLYMTH-2AD529
21424,6,PENZNCE-PLYMTH-2AD529
21425,7,PENZNCE-PLYMTH-2AD529
21426,8,PENZNCE-PLYMTH-2AD529
21427,9,PENZNCE-PLYMTH-2AD529
21428,10,PENZNCE-PLYMTH-2AD529
21429,11,PENZNCE-PLYMTH-2AD529
21430,12,PENZNCE-PLYMTH-2AD529
21431,13,PENZNCE-PLYMTH-2AD529
21432,14,PENZNCE-PLYMTH-2AD529
21433,15,PENZNCE-PLYMTH-2AD529
21434,0,PENZNCE-PLYMTH-F208E8
21435,1,PENZNCE-PLYMTH-F208E8
21436,2,PENZNCE-PLYMTH-F208E8
21437,3,PENZNCE-PLYMTH-F208E8
21438,4,PENZNCE-PLYMTH-F208E8
21439,5,PENZNCE-PLYMTH-F208E8
21440,6,PENZNCE-PLYMTH-F208E8
21441,7,PENZNCE-PLYMTH-F208E8
21442,8,PENZNCE-PLYMTH-F208E8
21443,9,PENZNCE-PLYMTH-F208E8
21444,10,PENZNCE-PLYMTH-F208E8
21445,11,PENZNCE-PLYMTH-F208E8
21446,12,PENZNCE-PLYMTH-F208E8
21447,13,PENZNCE-PLYMTH-F208E8
21448,14,PENZNCE-PLYMTH-F208E8
21449,0,DIDCOTP-PADTON-25F7B6
21450,1,DIDCOTP-PADTON-25F7B6
21451,2,DIDCOTP-PADTON-25F7B6
21452,3,DIDCOTP-PADTON-25F7B6
21453,4,DIDCOTP-PADTON-25F7B6
21454,5,DIDCOTP-PADTON-25F7B6
21455,6,DIDCOTP-PADTON-25F7B6
21456,7,DIDCOTP-PADTON-25F7B6
21457,8,DIDCOTP-PADTON-25F7B6
21458,9,DIDCOTP-PADTON-25F7B6
21459,10,DIDCOTP-PADTON-25F7B6
21460,11,DIDCOTP-PADTON-25F7B6
21461,12,DIDCOTP-PADTON-25F7B6
21462,0,EXETRSD-PLYMTH-B7181F
21463,1,EXETRSD-PLYMTH-B7181F
21464,2,EXETRSD-PLYMTH-B7181F
21465,3,EXETRSD-PLYMTH-B7181F
21466,4,EXETRSD-PLYMTH-B7181F
21467,5,EXETRSD-PLYMTH-B7181F
21468,6,EXETRSD-PLYMTH-B7181F
21469,0,FALMTHD-PARR-D3589F
21470,1,FALMTHD-PARR-D3589F
21471,2,FALMTHD-PARR-D3589F
21472,3,FALMTHD-PARR-D3589F
21473,4,FALMTHD-PARR-D3589F
21474,5,FALMTHD-PARR-D3589F
21475,6,FALMTHD-PARR-D3589F
21476,7,FALMTHD-PARR-D3589F
21477,0,FILTNEW-BATHSPA-A7F9C7
21478,1,FILTNEW-BATHSPA-A7F9C7
21479,2,FILTNEW-BATHSPA-A7F9C7
21480,3,FILTNEW-BATHSPA-A7F9C7
21481,0,OKHMPTN-EXETERC-91E573
21482,1,OKHMPTN-EXETERC-91E573
21483,2,OKHMPTN-EXETERC-91E573
21484,3,OKHMPTN-EXETERC-91E573
21485,0,OKHMPTN-EXETERC-AAF16E
21486,1,OKHMPTN-EXETERC-AAF16E
21487,2,OKHMPTN-EXETERC-AAF16E
21488,3,OKHMPTN-EXETERC-AAF16E
21489,4,OKHMPTN-EXETERC-AAF16E
21490,0,BRNSTPL-EXETERC-B94DD3
21491,1,BRNSTPL-EXETERC-B94DD3
21492,2,BRNSTPL-EXETERC-B94DD3
21493,3,BRNSTPL-EXETERC-B94DD3
21494,4,BRNSTPL-EXETERC-B94DD3
21495,5,BRNSTPL-EXETERC-B94DD3
21496,6,BRNSTPL-EXETERC-B94DD3
21497,7,BRNSTPL-EXETERC-B94DD3
21498,8,BRNSTPL-EXETERC-B94DD3
21499,9,BRNSTPL-EXETERC-B94DD3
21500,0,BRNSTPL-EXETERC-6952C8
21501,1,BRNSTPL-EXETERC-6952C8
21502,2,BRNSTPL-EXETERC-6952C8
21503,3,BRNSTPL-EXETERC-6952C8
21504,4,BRNSTPL-EXETERC-6952C8
21505,5,BRNSTPL-EXETERC-6952C8
21506,6,BRNSTPL-EXETERC-6952C8
21507,7,BRNSTPL-EXETERC-6952C8
21508,8,BRNSTPL-EXETERC-6952C8
21509,9,BRNSTPL-EXETERC-6952C8
21510,10,BRNSTPL-EXETERC-6952C8
21511,11,BRNSTPL-EXETERC-6952C8
21512,12,BRNSTPL-EXETERC-6952C8
21513,13,BRNSTPL-EXETERC-6952C8
21514,0,BRNSTPL-EXETERC-2ED432
21515,1,BRNSTPL-EXETERC-2ED432
21516,2,BRNSTPL-EXETERC-2ED432
21517,3,BRNSTPL-EXETERC-2ED432
21518,4,BRNSTPL-EXETERC-2ED432
21519,5,BRNSTPL-EXETERC-2ED432
21520,6,BRNSTPL-EXETERC-2ED432
21521,7,BRNSTPL-EXETERC-2ED432
21522,8,BRNSTPL-EXETERC-2ED432
21523,9,BRNSTPL-EXETERC-2ED432
21524,0,BRNSTPL-EXETERC-0C2607
21525,1,BRNSTPL-EXETERC-0C2607
21526,2,BRNSTPL-EXETERC-0C2607
21527,3,BRNSTPL-EXETERC-0C2607
21528,4,BRNSTPL-EXETERC-0C2607
21529,5,BRNSTPL-EXETERC-0C2607
21530,6,BRNSTPL-EXETERC-0C2607
21531,7,BRNSTPL-EXETERC-0C2607
21532,8,BRNSTPL-EXETERC-0C2607
21533,0,BRNSTPL-EXETERC-0D6F0B
21534,1,BRNSTPL-EXETERC-0D6F0B
21535,2,BRNSTPL-EXETERC-0D6F0B
21536,3,BRNSTPL-EXETERC-0D6F0B
21537,4,BRNSTPL-EXETERC-0D6F0B
21538,5,BRNSTPL-EXETERC-0D6F0B
21539,6,BRNSTPL-EXETERC-0D6F0B
21540,7,BRNSTPL-EXETERC-0D6F0B
21541,8,BRNSTPL-EXETERC-0D6F0B
21542,9,BRNSTPL-EXETERC-0D6F0B
21543,10,BRNSTPL-EXETERC-0D6F0B
21544,11,BRNSTPL-EXETERC-0D6F0B
21545,12,BRNSTPL-EXETERC-0D6F0B
21546,0,NEWBURY-BEDYN-DA5F24
21547,1,NEWBURY-BEDYN-DA5F24
21548,2,NEWBURY-BEDYN-DA5F24
21549,3,NEWBURY-BEDYN-DA5F24
21550,0,EXETRSD-PAIGNTN-E61938
21551,1,EXETRSD-PAIGNTN-E61938
21552,2,EXETRSD-PAIGNTN-E61938
21553,3,EXETRSD-PAIGNTN-E61938
21554,4,EXETRSD-PAIGNTN-E61938
21555,5,EXETRSD-PAIGNTN-E61938
21556,6,EXETRSD-PAIGNTN-E61938
21557,7,EXETRSD-PAIGNTN-E61938
21558,8,EXETRSD-PAIGNTN-E61938
21559,9,EXETRSD-PAIGNTN-E61938
21560,0,EXETRSD-PAIGNTN-8D9883
21561,1,EXETRSD-PAIGNTN-8D9883
21562,2,EXETRSD-PAIGNTN-8D9883
21563,3,EXETRSD-PAIGNTN-8D9883
21564,4,EXETRSD-PAIGNTN-8D9883
21565,5,EXETRSD-PAIGNTN-8D9883
21566,6,EXETRSD-PAIGNTN-8D9883
21567,0,BEDYN-NEWBURY-0E7967
21568,1,BEDYN-NEWBURY-0E7967
21569,2,BEDYN-NEWBURY-0E7967
21570,3,BEDYN-NEWBURY-0E7967
21571,0,EXMOUTH-PAIGNTN-A1DC44
21572,1,EXMOUTH-PAIGNTN-A1DC44
21573,2,EXMOUTH-PAIGNTN-A1DC44
21574,3,EXMOUTH-PAIGNTN-A1DC44
21575,4,EXMOUTH-PAIGNTN-A1DC44
21576,5,EXMOUTH-PAIGNTN-A1DC44
21577,6,EXMOUTH-PAIGNTN-A1DC44
21578,7,EXMOUTH-PAIGNTN-A1DC44
21579,8,EXMOUTH-PAIGNTN-A1DC44
21580,9,EXMOUTH-PAIGNTN-A1DC44
21581,10,EXMOUTH-PAIGNTN-A1DC44
21582,11,EXMOUTH-PAIGNTN-A1DC44
21583,12,EXMOUTH-PAIGNTN-A1DC44
21584,13,EXMOUTH-PAIGNTN-A1DC44
21585,14,EXMOUTH-PAIGNTN-A1DC44
21586,15,EXMOUTH-PAIGNTN-A1DC44
21587,16,EXMOUTH-PAIGNTN-A1DC44
21588,0,CHLTNHM-BRSTLTM-A77C37
21589,1,CHLTNHM-BRSTLTM-A77C37
21590,2,CHLTNHM-BRSTLTM-A77C37
21591,3,CHLTNHM-BRSTLTM-A77C37
21592,4,CHLTNHM-BRSTLTM-A77C37
21593,5,CHLTNHM-BRSTLTM-A77C37
21594,6,CHLTNHM-BRSTLTM-A77C37
21595,0,EXMOUTH-PAIGNTN-3B9B8E
21596,1,EXMOUTH-PAIGNTN-3B9B8E
21597,2,EXMOUTH-PAIGNTN-3B9B8E
21598,3,EXMOUTH-PAIGNTN-3B9B8E
21599,4,EXMOUTH-PAIGNTN-3B9B8E
21600,5,EXMOUTH-PAIGNTN-3B9B8E
21601,6,EXMOUTH-PAIGNTN-3B9B8E
21602,7,EXMOUTH-PAIGNTN-3B9B8E
21603,8,EXMOUTH-PAIGNTN-3B9B8E
21604,9,EXMOUTH-PAIGNTN-3B9B8E
21605,10,EXMOUTH-PAIGNTN-3B9B8E
21606,11,EXMOUTH-PAIGNTN-3B9B8E
21607,12,EXMOUTH-PAIGNTN-3B9B8E
21608,13,EXMOUTH-PAIGNTN-3B9B8E
21609,14,EXMOUTH-PAIGNTN-3B9B8E
21610,15,EXMOUTH-PAIGNTN-3B9B8E
21611,16,EXMOUTH-PAIGNTN-3B9B8E
21612,17,EXMOUTH-PAIGNTN-3B9B8E
21613,18,EXMOUTH-PAIGNTN-3B9B8E
21614,19,EXMOUTH-PAIGNTN-3B9B8E
21615,0,GLOSTER-BRSTLTM-AF0D7C
21616,1,GLOSTER-BRSTLTM-AF0D7C
21617,2,GLOSTER-BRSTLTM-AF0D7C
21618,3,GLOSTER-BRSTLTM-AF0D7C
21619,4,GLOSTER-BRSTLTM-AF0D7C
21620,5,GLOSTER-BRSTLTM-AF0D7C
21621,0,EXMOUTH-PAIGNTN-DED039
21622,1,EXMOUTH-PAIGNTN-DED039
21623,2,EXMOUTH-PAIGNTN-DED039
21624,3,EXMOUTH-PAIGNTN-DED039
21625,4,EXMOUTH-PAIGNTN-DED039
21626,5,EXMOUTH-PAIGNTN-DED039
21627,6,EXMOUTH-PAIGNTN-DED039
21628,7,EXMOUTH-PAIGNTN-DED039
21629,8,EXMOUTH-PAIGNTN-DED039
21630,9,EXMOUTH-PAIGNTN-DED039
21631,10,EXMOUTH-PAIGNTN-DED039
21632,11,EXMOUTH-PAIGNTN-DED039
21633,12,EXMOUTH-PAIGNTN-DED039
21634,13,EXMOUTH-PAIGNTN-DED039
21635,14,EXMOUTH-PAIGNTN-DED039
21636,15,EXMOUTH-PAIGNTN-DED039
21637,16,EXMOUTH-PAIGNTN-DED039
21638,0,EXMOUTH-PAIGNTN-5FC75C
21639,1,EXMOUTH-PAIGNTN-5FC75C
21640,2,EXMOUTH-PAIGNTN-5FC75C
21641,3,EXMOUTH-PAIGNTN-5FC75C
21642,4,EXMOUTH-PAIGNTN-5FC75C
21643,5,EXMOUTH-PAIGNTN-5FC75C
21644,6,EXMOUTH-PAIGNTN-5FC75C
21645,7,EXMOUTH-PAIGNTN-5FC75C
21646,8,EXMOUTH-PAIGNTN-5FC75C
21647,9,EXMOUTH-PAIGNTN-5FC75C
21648,10,EXMOUTH-PAIGNTN-5FC75C
21649,11,EXMOUTH-PAIGNTN-5FC75C
21650,12,EXMOUTH-PAIGNTN-5FC75C
21651,13,EXMOUTH-PAIGNTN-5FC75C
21652,14,EXMOUTH-PAIGNTN-5FC75C
21653,15,EXMOUTH-PAIGNTN-5FC75C
21654,16,EXMOUTH-PAIGNTN-5FC75C
21655,17,EXMOUTH-PAIGNTN-5FC75C
21656,0,EXMOUTH-PAIGNTN-1E07D8
21657,1,EXMOUTH-PAIGNTN-1E07D8
21658,2,EXMOUTH-PAIGNTN-1E07D8
21659,3,EXMOUTH-PAIGNTN-1E07D8
21660,4,EXMOUTH-PAIGNTN-1E07D8
21661,5,EXMOUTH-PAIGNTN-1E07D8
21662,6,EXMOUTH-PAIGNTN-1E07D8
21663,7,EXMOUTH-PAIGNTN-1E07D8
21664,8,EXMOUTH-PAIGNTN-1E07D8
21665,9,EXMOUTH-PAIGNTN-1E07D8
21666,10,EXMOUTH-PAIGNTN-1E07D8
21667,11,EXMOUTH-PAIGNTN-1E07D8
21668,12,EXMOUTH-PAIGNTN-1E07D8
21669,13,EXMOUTH-PAIGNTN-1E07D8
21670,14,EXMOUTH-PAIGNTN-1E07D8
21671,15,EXMOUTH-PAIGNTN-1E07D8
21672,0,NEWBURY-BEDYN-3B0D96
21673,1,NEWBURY-BEDYN-3B0D96
21674,0,WORCSFS-BRSTLTM-9AA3D4
21675,1,WORCSFS-BRSTLTM-9AA3D4
21676,2,WORCSFS-BRSTLTM-9AA3D4
21677,3,WORCSFS-BRSTLTM-9AA3D4
21678,4,WORCSFS-BRSTLTM-9AA3D4
21679,5,WORCSFS-BRSTLTM-9AA3D4
21680,6,WORCSFS-BRSTLTM-9AA3D4
21681,7,WORCSFS-BRSTLTM-9AA3D4
21682,8,WORCSFS-BRSTLTM-9AA3D4
21683,9,WORCSFS-BRSTLTM-9AA3D4
21684,0,EXMOUTH-PAIGNTN-7661E5
21685,1,EXMOUTH-PAIGNTN-7661E5
21686,2,EXMOUTH-PAIGNTN-7661E5
21687,3,EXMOUTH-PAIGNTN-7661E5
21688,4,EXMOUTH-PAIGNTN-7661E5
21689,5,EXMOUTH-PAIGNTN-7661E5
21690,6,EXMOUTH-PAIGNTN-7661E5
21691,7,EXMOUTH-PAIGNTN-7661E5
21692,8,EXMOUTH-PAIGNTN-7661E5
21693,9,EXMOUTH-PAIGNTN-7661E5
21694,10,EXMOUTH-PAIGNTN-7661E5
21695,11,EXMOUTH-PAIGNTN-7661E5
21696,12,EXMOUTH-PAIGNTN-7661E5
21697,13,EXMOUTH-PAIGNTN-7661E5
21698,14,EXMOUTH-PAIGNTN-7661E5
21699,15,EXMOUTH-PAIGNTN-7661E5
21700,16,EXMOUTH-PAIGNTN-7661E5
21701,17,EXMOUTH-PAIGNTN-7661E5
21702,0,BRNSTPL-PAIGNTN-9CDDD3
21703,1,BRNSTPL-PAIGNTN-9CDDD3
21704,2,BRNSTPL-PAIGNTN-9CDDD3
21705,3,BRNSTPL-PAIGNTN-9CDDD3
21706,4,BRNSTPL-PAIGNTN-9CDDD3
21707,5,BRNSTPL-PAIGNTN-9CDDD3
21708,6,BRNSTPL-PAIGNTN-9CDDD3
21709,7,BRNSTPL-PAIGNTN-9CDDD3
21710,8,BRNSTPL-PAIGNTN-9CDDD3
21711,9,BRNSTPL-PAIGNTN-9CDDD3
21712,10,BRNSTPL-PAIGNTN-9CDDD3
21713,11,BRNSTPL-PAIGNTN-9CDDD3
21714,12,BRNSTPL-PAIGNTN-9CDDD3
21715,13,BRNSTPL-PAIGNTN-9CDDD3
21716,14,BRNSTPL-PAIGNTN-9CDDD3
21717,15,BRNSTPL-PAIGNTN-9CDDD3
21718,16,BRNSTPL-PAIGNTN-9CDDD3
21719,17,BRNSTPL-PAIGNTN-9CDDD3
21720,0,WORCSSH-BRSTLTM-FC81E3
21721,1,WORCSSH-BRSTLTM-FC81E3
21722,2,WORCSSH-BRSTLTM-FC81E3
21723,3,WORCSSH-BRSTLTM-FC81E3
21724,4,WORCSSH-BRSTLTM-FC81E3
21725,5,WORCSSH-BRSTLTM-FC81E3
21726,6,WORCSSH-BRSTLTM-FC81E3
21727,7,WORCSSH-BRSTLTM-FC81E3
21728,8,WORCSSH-BRSTLTM-FC81E3
21729,0,FALMTHD-TRURO-EBC130
21730,1,FALMTHD-TRURO-EBC130
21731,2,FALMTHD-TRURO-EBC130
21732,3,FALMTHD-TRURO-EBC130
21733,4,FALMTHD-TRURO-EBC130
21734,5,FALMTHD-TRURO-EBC130
21735,0,FALMTHD-TRURO-E7CE2D
21736,1,FALMTHD-TRURO-E7CE2D
21737,2,FALMTHD-TRURO-E7CE2D
21738,3,FALMTHD-TRURO-E7CE2D
21739,4,FALMTHD-TRURO-E7CE2D
21740,0,BRSTLTM-CRDFCEN-BFEA38
21741,1,BRSTLTM-CRDFCEN-BFEA38
21742,2,BRSTLTM-CRDFCEN-BFEA38
21743,3,BRSTLTM-CRDFCEN-BFEA38
21744,4,BRSTLTM-CRDFCEN-BFEA38
21745,5,BRSTLTM-CRDFCEN-BFEA38
21746,6,BRSTLTM-CRDFCEN-BFEA38
21747,7,BRSTLTM-CRDFCEN-BFEA38
21748,0,TAUNTON-CRDFCEN-8D6365
21749,1,TAUNTON-CRDFCEN-8D6365
21750,2,TAUNTON-CRDFCEN-8D6365
21751,3,TAUNTON-CRDFCEN-8D6365
21752,4,TAUNTON-CRDFCEN-8D6365
21753,5,TAUNTON-CRDFCEN-8D6365
21754,6,TAUNTON-CRDFCEN-8D6365
21755,7,TAUNTON-CRDFCEN-8D6365
21756,8,TAUNTON-CRDFCEN-8D6365
21757,9,TAUNTON-CRDFCEN-8D6365
21758,10,TAUNTON-CRDFCEN-8D6365
21759,11,TAUNTON-CRDFCEN-8D6365
21760,12,TAUNTON-CRDFCEN-8D6365
21761,13,TAUNTON-CRDFCEN-8D6365
21762,14,TAUNTON-CRDFCEN-8D6365
21763,15,TAUNTON-CRDFCEN-8D6365
21764,16,TAUNTON-CRDFCEN-8D6365
21765,17,TAUNTON-CRDFCEN-8D6365
21766,0,EXETRSD-CRDFCEN-62E478
21767,1,EXETRSD-CRDFCEN-62E478
21768,2,EXETRSD-CRDFCEN-62E478
21769,3,EXETRSD-CRDFCEN-62E478
21770,4,EXETRSD-CRDFCEN-62E478
21771,5,EXETRSD-CRDFCEN-62E478
21772,6,EXETRSD-CRDFCEN-62E478
21773,7,EXETRSD-CRDFCEN-62E478
21774,8,EXETRSD-CRDFCEN-62E478
21775,9,EXETRSD-CRDFCEN-62E478
21776,10,EXETRSD-CRDFCEN-62E478
21777,11,EXETRSD-CRDFCEN-62E478
21778,12,EXETRSD-CRDFCEN-62E478
21779,13,EXETRSD-CRDFCEN-62E478
21780,14,EXETRSD-CRDFCEN-62E478
21781,15,EXETRSD-CRDFCEN-62E478
21782,16,EXETRSD-CRDFCEN-62E478
21783,17,EXETRSD-CRDFCEN-62E478
21784,18,EXETRSD-CRDFCEN-62E478
21785,19,EXETRSD-CRDFCEN-62E478
21786,0,TAUNTON-CRDFCEN-B7CD00
21787,1,TAUNTON-CRDFCEN-B7CD00
21788,2,TAUNTON-CRDFCEN-B7CD00
21789,3,TAUNTON-CRDFCEN-B7CD00
21790,4,TAUNTON-CRDFCEN-B7CD00
21791,5,TAUNTON-CRDFCEN-B7CD00
21792,6,TAUNTON-CRDFCEN-B7CD00
21793,7,TAUNTON-CRDFCEN-B7CD00
21794,8,TAUNTON-CRDFCEN-B7CD00
21795,9,TAUNTON-CRDFCEN-B7CD00
21796,10,TAUNTON-CRDFCEN-B7CD00
21797,11,TAUNTON-CRDFCEN-B7CD00
21798,12,TAUNTON-CRDFCEN-B7CD00
21799,13,TAUNTON-CRDFCEN-B7CD00
21800,14,TAUNTON-CRDFCEN-B7CD00
21801,15,TAUNTON-CRDFCEN-B7CD00
21802,0,PENZNCE-CRDFCEN-E52AF4
21803,1,PENZNCE-CRDFCEN-E52AF4
21804,2,PENZNCE-CRDFCEN-E52AF4
21805,3,PENZNCE-CRDFCEN-E52AF4
21806,4,PENZNCE-CRDFCEN-E52AF4
21807,5,PENZNCE-CRDFCEN-E52AF4
21808,6,PENZNCE-CRDFCEN-E52AF4
21809,7,PENZNCE-CRDFCEN-E52AF4
21810,8,PENZNCE-CRDFCEN-E52AF4
21811,9,PENZNCE-CRDFCEN-E52AF4
21812,10,PENZNCE-CRDFCEN-E52AF4
21813,11,PENZNCE-CRDFCEN-E52AF4
21814,12,PENZNCE-CRDFCEN-E52AF4
21815,13,PENZNCE-CRDFCEN-E52AF4
21816,14,PENZNCE-CRDFCEN-E52AF4
21817,15,PENZNCE-CRDFCEN-E52AF4
21818,16,PENZNCE-CRDFCEN-E52AF4
21819,17,PENZNCE-CRDFCEN-E52AF4
21820,18,PENZNCE-CRDFCEN-E52AF4
21821,19,PENZNCE-CRDFCEN-E52AF4
21822,20,PENZNCE-CRDFCEN-E52AF4
21823,21,PENZNCE-CRDFCEN-E52AF4
21824,22,PENZNCE-CRDFCEN-E52AF4
21825,23,PENZNCE-CRDFCEN-E52AF4
21826,24,PENZNCE-CRDFCEN-E52AF4
21827,25,PENZNCE-CRDFCEN-E52AF4
21828,26,PENZNCE-CRDFCEN-E52AF4
21829,27,PENZNCE-CRDFCEN-E52AF4
21830,28,PENZNCE-CRDFCEN-E52AF4
21831,29,PENZNCE-CRDFCEN-E52AF4
21832,30,PENZNCE-CRDFCEN-E52AF4
21833,31,PENZNCE-CRDFCEN-E52AF4
21834,32,PENZNCE-CRDFCEN-E52AF4
21835,33,PENZNCE-CRDFCEN-E52AF4
21836,34,PENZNCE-CRDFCEN-E52AF4
21837,35,PENZNCE-CRDFCEN-E52AF4
21838,36,PENZNCE-CRDFCEN-E52AF4
21839,37,PENZNCE-CRDFCEN-E52AF4
21840,38,PENZNCE-CRDFCEN-E52AF4
21841,0,PENZNCE-CRDFCEN-3E31EA
21842,1,PENZNCE-CRDFCEN-3E31EA
21843,2,PENZNCE-CRDFCEN-3E31EA
21844,3,PENZNCE-CRDFCEN-3E31EA
21845,4,PENZNCE-CRDFCEN-3E31EA
21846,5,PENZNCE-CRDFCEN-3E31EA
21847,6,PENZNCE-CRDFCEN-3E31EA
21848,7,PENZNCE-CRDFCEN-3E31EA
21849,8,PENZNCE-CRDFCEN-3E31EA
21850,9,PENZNCE-CRDFCEN-3E31EA
21851,10,PENZNCE-CRDFCEN-3E31EA
21852,11,PENZNCE-CRDFCEN-3E31EA
21853,12,PENZNCE-CRDFCEN-3E31EA
21854,13,PENZNCE-CRDFCEN-3E31EA
21855,14,PENZNCE-CRDFCEN-3E31EA
21856,15,PENZNCE-CRDFCEN-3E31EA
21857,16,PENZNCE-CRDFCEN-3E31EA
21858,17,PENZNCE-CRDFCEN-3E31EA
21859,18,PENZNCE-CRDFCEN-3E31EA
21860,19,PENZNCE-CRDFCEN-3E31EA
21861,20,PENZNCE-CRDFCEN-3E31EA
21862,21,PENZNCE-CRDFCEN-3E31EA
21863,22,PENZNCE-CRDFCEN-3E31EA
21864,23,PENZNCE-CRDFCEN-3E31EA
21865,24,PENZNCE-CRDFCEN-3E31EA
21866,25,PENZNCE-CRDFCEN-3E31EA
21867,26,PENZNCE-CRDFCEN-3E31EA
21868,27,PENZNCE-CRDFCEN-3E31EA
21869,28,PENZNCE-CRDFCEN-3E31EA
21870,29,PENZNCE-CRDFCEN-3E31EA
21871,30,PENZNCE-CRDFCEN-3E31EA
21872,31,PENZNCE-CRDFCEN-3E31EA
21873,32,PENZNCE-CRDFCEN-3E31EA
21874,33,PENZNCE-CRDFCEN-3E31EA
21875,34,PENZNCE-CRDFCEN-3E31EA
21876,35,PENZNCE-CRDFCEN-3E31EA
21877,36,PENZNCE-CRDFCEN-3E31EA
21878,0,PENZNCE-CRDFCEN-006B32
