id,stopNumber,routeName
0,1,KNGX-GLGC-101E39
1,2,KNGX-GLGC-101E39
2,3,KNGX-GLGC-101E39
3,4,KNGX-GLGC-101E39
4,5,KNGX-GLGC-101E39
5,6,KNGX-GLGC-101E39
6,7,KNGX-GLGC-101E39
7,8,KNGX-GLGC-101E39
8,9,KNGX-GLGC-101E39
9,10,KNGX-GLGC-101E39
10,11,KNGX-GLGC-101E39
11,12,KNGX-GLGC-101E39
12,13,KNGX-GLGC-101E39
13,0,LEEDS-ABRDEEN-A04994
14,1,LEEDS-ABRDEEN-A04994
15,2,LEEDS-ABRDEEN-A04994
16,3,LEEDS-ABRDEEN-A04994
17,4,LEEDS-ABRDEEN-A04994
18,5,LEEDS-ABRDEEN-A04994
19,6,LEEDS-ABRDEEN-A04994
20,7,LEEDS-ABRDEEN-A04994
21,8,LEEDS-ABRDEEN-A04994
22,9,LEEDS-ABRDEEN-A04994
23,10,LEEDS-ABRDEEN-A04994
24,11,LEEDS-ABRDEEN-A04994
25,12,LEEDS-ABRDEEN-A04994
26,13,LEEDS-ABRDEEN-A04994
27,14,LEEDS-ABRDEEN-A04994
28,15,LEEDS-ABRDEEN-A04994
29,16,LEEDS-ABRDEEN-A04994
30,17,LEEDS-ABRDEEN-A04994
31,0,KNGX-ABRDEEN-F5615B
32,1,KNGX-ABRDEEN-F5615B
33,2,KNGX-ABRDEEN-F5615B
34,3,KNGX-ABRDEEN-F5615B
35,4,KNGX-ABRDEEN-F5615B
36,5,KNGX-ABRDEEN-F5615B
37,6,KNGX-ABRDEEN-F5615B
38,7,KNGX-ABRDEEN-F5615B
39,8,KNGX-ABRDEEN-F5615B
40,9,KNGX-ABRDEEN-F5615B
41,10,KNGX-ABRDEEN-F5615B
42,11,KNGX-ABRDEEN-F5615B
43,12,KNGX-ABRDEEN-F5615B
44,13,KNGX-ABRDEEN-F5615B
45,14,KNGX-ABRDEEN-F5615B
46,0,KNGX-IVRNESS-A589F2
47,1,KNGX-IVRNESS-A589F2
48,2,KNGX-IVRNESS-A589F2
49,3,KNGX-IVRNESS-A589F2
50,4,KNGX-IVRNESS-A589F2
51,5,KNGX-IVRNESS-A589F2
52,6,KNGX-IVRNESS-A589F2
53,7,KNGX-IVRNESS-A589F2
54,8,KNGX-IVRNESS-A589F2
55,9,KNGX-IVRNESS-A589F2
56,10,KNGX-IVRNESS-A589F2
57,11,KNGX-IVRNESS-A589F2
58,12,KNGX-IVRNESS-A589F2
59,13,KNGX-IVRNESS-A589F2
60,14,KNGX-IVRNESS-A589F2
61,0,KNGX-STIRLNG-E3D626
62,1,KNGX-STIRLNG-E3D626
63,2,KNGX-STIRLNG-E3D626
64,3,KNGX-STIRLNG-E3D626
65,4,KNGX-STIRLNG-E3D626
66,5,KNGX-STIRLNG-E3D626
67,6,KNGX-STIRLNG-E3D626
68,7,KNGX-STIRLNG-E3D626
69,8,KNGX-STIRLNG-E3D626
70,0,NWCSTLE-KNGX-91F999
71,1,NWCSTLE-KNGX-91F999
72,2,NWCSTLE-KNGX-91F999
73,3,NWCSTLE-KNGX-91F999
74,4,NWCSTLE-KNGX-91F999
75,5,NWCSTLE-KNGX-91F999
76,6,NWCSTLE-KNGX-91F999
77,7,NWCSTLE-KNGX-91F999
78,8,NWCSTLE-KNGX-91F999
79,9,NWCSTLE-KNGX-91F999
80,0,SNDRLND-KNGX-A96BC3
81,1,SNDRLND-KNGX-A96BC3
82,2,SNDRLND-KNGX-A96BC3
83,3,SNDRLND-KNGX-A96BC3
84,4,SNDRLND-KNGX-A96BC3
85,5,SNDRLND-KNGX-A96BC3
86,6,SNDRLND-KNGX-A96BC3
87,0,BRWCKUT-KNGX-AAF006
88,1,BRWCKUT-KNGX-AAF006
89,2,BRWCKUT-KNGX-AAF006
90,3,BRWCKUT-KNGX-AAF006
91,4,BRWCKUT-KNGX-AAF006
92,5,BRWCKUT-KNGX-AAF006
93,6,BRWCKUT-KNGX-AAF006
94,7,BRWCKUT-KNGX-AAF006
95,8,BRWCKUT-KNGX-AAF006
96,0,MDLSBRO-KNGX-6858BD
97,1,MDLSBRO-KNGX-6858BD
98,2,MDLSBRO-KNGX-6858BD
99,3,MDLSBRO-KNGX-6858BD
100,0,MARYLBN-BHAMSNH-66F5C0
101,1,MARYLBN-BHAMSNH-66F5C0
102,2,MARYLBN-BHAMSNH-66F5C0
103,3,MARYLBN-BHAMSNH-66F5C0
104,4,MARYLBN-BHAMSNH-66F5C0
105,5,MARYLBN-BHAMSNH-66F5C0
106,6,MARYLBN-BHAMSNH-66F5C0
107,7,MARYLBN-BHAMSNH-66F5C0
108,8,MARYLBN-BHAMSNH-66F5C0
109,9,MARYLBN-BHAMSNH-66F5C0
110,10,MARYLBN-BHAMSNH-66F5C0
111,11,MARYLBN-BHAMSNH-66F5C0
112,12,MARYLBN-BHAMSNH-66F5C0
113,13,MARYLBN-BHAMSNH-66F5C0
114,14,MARYLBN-BHAMSNH-66F5C0
115,15,MARYLBN-BHAMSNH-66F5C0
116,0,MARYLBN-BHAMSNH-30B0B7
117,1,MARYLBN-BHAMSNH-30B0B7
118,2,MARYLBN-BHAMSNH-30B0B7
119,3,MARYLBN-BHAMSNH-30B0B7
120,4,MARYLBN-BHAMSNH-30B0B7
121,5,MARYLBN-BHAMSNH-30B0B7
122,6,MARYLBN-BHAMSNH-30B0B7
123,7,MARYLBN-BHAMSNH-30B0B7
124,8,MARYLBN-BHAMSNH-30B0B7
125,9,MARYLBN-BHAMSNH-30B0B7
126,10,MARYLBN-BHAMSNH-30B0B7
127,11,MARYLBN-BHAMSNH-30B0B7
128,0,MARYLBN-BHAMSNH-8E4FA3
129,1,MARYLBN-BHAMSNH-8E4FA3
130,2,MARYLBN-BHAMSNH-8E4FA3
131,3,MARYLBN-BHAMSNH-8E4FA3
132,4,MARYLBN-BHAMSNH-8E4FA3
133,5,MARYLBN-BHAMSNH-8E4FA3
134,6,MARYLBN-BHAMSNH-8E4FA3
135,7,MARYLBN-BHAMSNH-8E4FA3
136,8,MARYLBN-BHAMSNH-8E4FA3
137,9,MARYLBN-BHAMSNH-8E4FA3
138,10,MARYLBN-BHAMSNH-8E4FA3
139,11,MARYLBN-BHAMSNH-8E4FA3
140,12,MARYLBN-BHAMSNH-8E4FA3
141,0,MARYLBN-BHAMSNH-52A1CB
142,1,MARYLBN-BHAMSNH-52A1CB
143,2,MARYLBN-BHAMSNH-52A1CB
144,3,MARYLBN-BHAMSNH-52A1CB
145,4,MARYLBN-BHAMSNH-52A1CB
146,5,MARYLBN-BHAMSNH-52A1CB
147,6,MARYLBN-BHAMSNH-52A1CB
148,7,MARYLBN-BHAMSNH-52A1CB
149,8,MARYLBN-BHAMSNH-52A1CB
150,9,MARYLBN-BHAMSNH-52A1CB
151,10,MARYLBN-BHAMSNH-52A1CB
152,11,MARYLBN-BHAMSNH-52A1CB
153,12,MARYLBN-BHAMSNH-52A1CB
154,13,MARYLBN-BHAMSNH-52A1CB
155,0,MARYLBN-BHAMSNH-FBC6F1
156,1,MARYLBN-BHAMSNH-FBC6F1
157,2,MARYLBN-BHAMSNH-FBC6F1
158,3,MARYLBN-BHAMSNH-FBC6F1
159,4,MARYLBN-BHAMSNH-FBC6F1
160,5,MARYLBN-BHAMSNH-FBC6F1
161,6,MARYLBN-BHAMSNH-FBC6F1
162,7,MARYLBN-BHAMSNH-FBC6F1
163,8,MARYLBN-BHAMSNH-FBC6F1
164,9,MARYLBN-BHAMSNH-FBC6F1
165,10,MARYLBN-BHAMSNH-FBC6F1
166,11,MARYLBN-BHAMSNH-FBC6F1
167,12,MARYLBN-BHAMSNH-FBC6F1
168,0,MARYLBN-BHAMSNH-ACD340
169,1,MARYLBN-BHAMSNH-ACD340
170,2,MARYLBN-BHAMSNH-ACD340
171,3,MARYLBN-BHAMSNH-ACD340
172,4,MARYLBN-BHAMSNH-ACD340
173,5,MARYLBN-BHAMSNH-ACD340
174,6,MARYLBN-BHAMSNH-ACD340
175,7,MARYLBN-BHAMSNH-ACD340
176,8,MARYLBN-BHAMSNH-ACD340
177,9,MARYLBN-BHAMSNH-ACD340
178,10,MARYLBN-BHAMSNH-ACD340
179,11,MARYLBN-BHAMSNH-ACD340
180,0,MARYLBN-KDRMNST-E82557
181,1,MARYLBN-KDRMNST-E82557
182,2,MARYLBN-KDRMNST-E82557
183,3,MARYLBN-KDRMNST-E82557
184,4,MARYLBN-KDRMNST-E82557
185,5,MARYLBN-KDRMNST-E82557
186,6,MARYLBN-KDRMNST-E82557
187,7,MARYLBN-KDRMNST-E82557
188,8,MARYLBN-KDRMNST-E82557
189,9,MARYLBN-KDRMNST-E82557
190,10,MARYLBN-KDRMNST-E82557
191,11,MARYLBN-KDRMNST-E82557
192,12,MARYLBN-KDRMNST-E82557
193,0,MARYLBN-BHAMSNH-E8E7DC
194,1,MARYLBN-BHAMSNH-E8E7DC
195,2,MARYLBN-BHAMSNH-E8E7DC
196,3,MARYLBN-BHAMSNH-E8E7DC
197,4,MARYLBN-BHAMSNH-E8E7DC
198,5,MARYLBN-BHAMSNH-E8E7DC
199,6,MARYLBN-BHAMSNH-E8E7DC
200,7,MARYLBN-BHAMSNH-E8E7DC
201,8,MARYLBN-BHAMSNH-E8E7DC
202,0,MARYLBN-BHAMSNH-5419FE
203,1,MARYLBN-BHAMSNH-5419FE
204,2,MARYLBN-BHAMSNH-5419FE
205,3,MARYLBN-BHAMSNH-5419FE
206,4,MARYLBN-BHAMSNH-5419FE
207,5,MARYLBN-BHAMSNH-5419FE
208,6,MARYLBN-BHAMSNH-5419FE
209,7,MARYLBN-BHAMSNH-5419FE
210,8,MARYLBN-BHAMSNH-5419FE
211,9,MARYLBN-BHAMSNH-5419FE
212,0,BNBR-MARYLBN-E7FFBC
213,1,BNBR-MARYLBN-E7FFBC
214,2,BNBR-MARYLBN-E7FFBC
215,3,BNBR-MARYLBN-E7FFBC
216,4,BNBR-MARYLBN-E7FFBC
217,5,BNBR-MARYLBN-E7FFBC
218,6,BNBR-MARYLBN-E7FFBC
219,7,BNBR-MARYLBN-E7FFBC
220,0,BCSTN-MARYLBN-DCA993
221,1,BCSTN-MARYLBN-DCA993
222,2,BCSTN-MARYLBN-DCA993
223,3,BCSTN-MARYLBN-DCA993
224,4,BCSTN-MARYLBN-DCA993
225,5,BCSTN-MARYLBN-DCA993
226,6,BCSTN-MARYLBN-DCA993
227,7,BCSTN-MARYLBN-DCA993
228,0,PRINRIS-MARYLBN-A11CCD
229,1,PRINRIS-MARYLBN-A11CCD
230,2,PRINRIS-MARYLBN-A11CCD
231,3,PRINRIS-MARYLBN-A11CCD
232,4,PRINRIS-MARYLBN-A11CCD
233,0,HWYCOMB-MARYLBN-36A669
234,1,HWYCOMB-MARYLBN-36A669
235,2,HWYCOMB-MARYLBN-36A669
236,3,HWYCOMB-MARYLBN-36A669
237,4,HWYCOMB-MARYLBN-36A669
238,5,HWYCOMB-MARYLBN-36A669
239,6,HWYCOMB-MARYLBN-36A669
240,7,HWYCOMB-MARYLBN-36A669
241,8,HWYCOMB-MARYLBN-36A669
242,0,STRBDGJ-MARYLBN-8807E7
243,1,STRBDGJ-MARYLBN-8807E7
244,2,STRBDGJ-MARYLBN-8807E7
245,3,STRBDGJ-MARYLBN-8807E7
246,4,STRBDGJ-MARYLBN-8807E7
247,5,STRBDGJ-MARYLBN-8807E7
248,6,STRBDGJ-MARYLBN-8807E7
249,7,STRBDGJ-MARYLBN-8807E7
250,8,STRBDGJ-MARYLBN-8807E7
251,9,STRBDGJ-MARYLBN-8807E7
252,10,STRBDGJ-MARYLBN-8807E7
253,11,STRBDGJ-MARYLBN-8807E7
254,12,STRBDGJ-MARYLBN-8807E7
255,13,STRBDGJ-MARYLBN-8807E7
256,14,STRBDGJ-MARYLBN-8807E7
257,15,STRBDGJ-MARYLBN-8807E7
258,0,BNBR-MARYLBN-7A53AB
259,1,BNBR-MARYLBN-7A53AB
260,2,BNBR-MARYLBN-7A53AB
261,3,BNBR-MARYLBN-7A53AB
262,4,BNBR-MARYLBN-7A53AB
263,5,BNBR-MARYLBN-7A53AB
264,6,BNBR-MARYLBN-7A53AB
265,7,BNBR-MARYLBN-7A53AB
266,8,BNBR-MARYLBN-7A53AB
267,9,BNBR-MARYLBN-7A53AB
268,0,BNBR-MARYLBN-B42B59
269,1,BNBR-MARYLBN-B42B59
270,2,BNBR-MARYLBN-B42B59
271,3,BNBR-MARYLBN-B42B59
272,4,BNBR-MARYLBN-B42B59
273,5,BNBR-MARYLBN-B42B59
274,6,BNBR-MARYLBN-B42B59
275,7,BNBR-MARYLBN-B42B59
276,0,BHAMSNH-MARYLBN-31048B
277,1,BHAMSNH-MARYLBN-31048B
278,2,BHAMSNH-MARYLBN-31048B
279,3,BHAMSNH-MARYLBN-31048B
280,4,BHAMSNH-MARYLBN-31048B
281,5,BHAMSNH-MARYLBN-31048B
282,6,BHAMSNH-MARYLBN-31048B
283,7,BHAMSNH-MARYLBN-31048B
284,8,BHAMSNH-MARYLBN-31048B
285,9,BHAMSNH-MARYLBN-31048B
286,0,BNBR-MARYLBN-1EACFB
287,1,BNBR-MARYLBN-1EACFB
288,2,BNBR-MARYLBN-1EACFB
289,3,BNBR-MARYLBN-1EACFB
290,4,BNBR-MARYLBN-1EACFB
291,5,BNBR-MARYLBN-1EACFB
292,6,BNBR-MARYLBN-1EACFB
293,7,BNBR-MARYLBN-1EACFB
294,8,BNBR-MARYLBN-1EACFB
295,0,BNBR-MARYLBN-BE48EF
296,1,BNBR-MARYLBN-BE48EF
297,2,BNBR-MARYLBN-BE48EF
298,3,BNBR-MARYLBN-BE48EF
299,4,BNBR-MARYLBN-BE48EF
300,5,BNBR-MARYLBN-BE48EF
301,6,BNBR-MARYLBN-BE48EF
302,7,BNBR-MARYLBN-BE48EF
303,8,BNBR-MARYLBN-BE48EF
304,9,BNBR-MARYLBN-BE48EF
305,10,BNBR-MARYLBN-BE48EF
306,0,BHAMMRS-MARYLBN-6C7027
307,1,BHAMMRS-MARYLBN-6C7027
308,2,BHAMMRS-MARYLBN-6C7027
309,3,BHAMMRS-MARYLBN-6C7027
310,4,BHAMMRS-MARYLBN-6C7027
311,5,BHAMMRS-MARYLBN-6C7027
312,6,BHAMMRS-MARYLBN-6C7027
313,7,BHAMMRS-MARYLBN-6C7027
314,8,BHAMMRS-MARYLBN-6C7027
315,9,BHAMMRS-MARYLBN-6C7027
316,10,BHAMMRS-MARYLBN-6C7027
317,11,BHAMMRS-MARYLBN-6C7027
318,12,BHAMMRS-MARYLBN-6C7027
319,13,BHAMMRS-MARYLBN-6C7027
320,14,BHAMMRS-MARYLBN-6C7027
321,15,BHAMMRS-MARYLBN-6C7027
322,0,BNBR-MARYLBN-E52708
323,1,BNBR-MARYLBN-E52708
324,2,BNBR-MARYLBN-E52708
325,3,BNBR-MARYLBN-E52708
326,4,BNBR-MARYLBN-E52708
327,5,BNBR-MARYLBN-E52708
328,6,BNBR-MARYLBN-E52708
329,7,BNBR-MARYLBN-E52708
330,8,BNBR-MARYLBN-E52708
331,9,BNBR-MARYLBN-E52708
332,10,BNBR-MARYLBN-E52708
333,0,SOAV-MARYLBN-7C784D
334,1,SOAV-MARYLBN-7C784D
335,2,SOAV-MARYLBN-7C784D
336,3,SOAV-MARYLBN-7C784D
337,4,SOAV-MARYLBN-7C784D
338,5,SOAV-MARYLBN-7C784D
339,6,SOAV-MARYLBN-7C784D
340,7,SOAV-MARYLBN-7C784D
341,8,SOAV-MARYLBN-7C784D
342,9,SOAV-MARYLBN-7C784D
343,10,SOAV-MARYLBN-7C784D
344,11,SOAV-MARYLBN-7C784D
345,12,SOAV-MARYLBN-7C784D
346,13,SOAV-MARYLBN-7C784D
347,14,SOAV-MARYLBN-7C784D
348,15,SOAV-MARYLBN-7C784D
349,16,SOAV-MARYLBN-7C784D
350,0,MARYLBN-STRBDGJ-CC3E17
351,1,MARYLBN-STRBDGJ-CC3E17
352,2,MARYLBN-STRBDGJ-CC3E17
353,3,MARYLBN-STRBDGJ-CC3E17
354,4,MARYLBN-STRBDGJ-CC3E17
355,5,MARYLBN-STRBDGJ-CC3E17
356,6,MARYLBN-STRBDGJ-CC3E17
357,7,MARYLBN-STRBDGJ-CC3E17
358,8,MARYLBN-STRBDGJ-CC3E17
359,9,MARYLBN-STRBDGJ-CC3E17
360,10,MARYLBN-STRBDGJ-CC3E17
361,11,MARYLBN-STRBDGJ-CC3E17
362,12,MARYLBN-STRBDGJ-CC3E17
363,13,MARYLBN-STRBDGJ-CC3E17
364,14,MARYLBN-STRBDGJ-CC3E17
365,15,MARYLBN-STRBDGJ-CC3E17
366,16,MARYLBN-STRBDGJ-CC3E17
367,17,MARYLBN-STRBDGJ-CC3E17
368,18,MARYLBN-STRBDGJ-CC3E17
369,19,MARYLBN-STRBDGJ-CC3E17
370,20,MARYLBN-STRBDGJ-CC3E17
371,21,MARYLBN-STRBDGJ-CC3E17
372,22,MARYLBN-STRBDGJ-CC3E17
373,23,MARYLBN-STRBDGJ-CC3E17
374,0,MARYLBN-BHAMMRS-9FBA87
375,1,MARYLBN-BHAMMRS-9FBA87
376,2,MARYLBN-BHAMMRS-9FBA87
377,3,MARYLBN-BHAMMRS-9FBA87
378,4,MARYLBN-BHAMMRS-9FBA87
379,5,MARYLBN-BHAMMRS-9FBA87
380,6,MARYLBN-BHAMMRS-9FBA87
381,7,MARYLBN-BHAMMRS-9FBA87
382,8,MARYLBN-BHAMMRS-9FBA87
383,9,MARYLBN-BHAMMRS-9FBA87
384,0,MARYLBN-BHAMSNH-D56A65
385,1,MARYLBN-BHAMSNH-D56A65
386,2,MARYLBN-BHAMSNH-D56A65
387,3,MARYLBN-BHAMSNH-D56A65
388,4,MARYLBN-BHAMSNH-D56A65
389,5,MARYLBN-BHAMSNH-D56A65
390,6,MARYLBN-BHAMSNH-D56A65
391,7,MARYLBN-BHAMSNH-D56A65
392,8,MARYLBN-BHAMSNH-D56A65
393,0,MARYLBN-BHAMMRS-F7A50B
394,1,MARYLBN-BHAMMRS-F7A50B
395,2,MARYLBN-BHAMMRS-F7A50B
396,3,MARYLBN-BHAMMRS-F7A50B
397,4,MARYLBN-BHAMMRS-F7A50B
398,5,MARYLBN-BHAMMRS-F7A50B
399,6,MARYLBN-BHAMMRS-F7A50B
400,7,MARYLBN-BHAMMRS-F7A50B
401,8,MARYLBN-BHAMMRS-F7A50B
402,9,MARYLBN-BHAMMRS-F7A50B
403,10,MARYLBN-BHAMMRS-F7A50B
404,11,MARYLBN-BHAMMRS-F7A50B
405,12,MARYLBN-BHAMMRS-F7A50B
406,13,MARYLBN-BHAMMRS-F7A50B
407,14,MARYLBN-BHAMMRS-F7A50B
408,0,MARYLBN-BHAMMRS-46294C
409,1,MARYLBN-BHAMMRS-46294C
410,2,MARYLBN-BHAMMRS-46294C
411,3,MARYLBN-BHAMMRS-46294C
412,4,MARYLBN-BHAMMRS-46294C
413,5,MARYLBN-BHAMMRS-46294C
414,6,MARYLBN-BHAMMRS-46294C
415,7,MARYLBN-BHAMMRS-46294C
416,8,MARYLBN-BHAMMRS-46294C
417,9,MARYLBN-BHAMMRS-46294C
418,10,MARYLBN-BHAMMRS-46294C
419,11,MARYLBN-BHAMMRS-46294C
420,12,MARYLBN-BHAMMRS-46294C
421,13,MARYLBN-BHAMMRS-46294C
422,0,MARYLBN-BHAMMRS-CDEAEF
423,1,MARYLBN-BHAMMRS-CDEAEF
424,2,MARYLBN-BHAMMRS-CDEAEF
425,3,MARYLBN-BHAMMRS-CDEAEF
426,4,MARYLBN-BHAMMRS-CDEAEF
427,5,MARYLBN-BHAMMRS-CDEAEF
428,6,MARYLBN-BHAMMRS-CDEAEF
429,0,MARYLBN-BHAMMRS-2517B2
430,1,MARYLBN-BHAMMRS-2517B2
431,2,MARYLBN-BHAMMRS-2517B2
432,3,MARYLBN-BHAMMRS-2517B2
433,4,MARYLBN-BHAMMRS-2517B2
434,5,MARYLBN-BHAMMRS-2517B2
435,6,MARYLBN-BHAMMRS-2517B2
436,7,MARYLBN-BHAMMRS-2517B2
437,8,MARYLBN-BHAMMRS-2517B2
438,0,MARYLBN-OXFD-20C004
439,1,MARYLBN-OXFD-20C004
440,2,MARYLBN-OXFD-20C004
441,3,MARYLBN-OXFD-20C004
442,4,MARYLBN-OXFD-20C004
443,5,MARYLBN-OXFD-20C004
444,6,MARYLBN-OXFD-20C004
445,7,MARYLBN-OXFD-20C004
446,8,MARYLBN-OXFD-20C004
447,9,MARYLBN-OXFD-20C004
448,0,MARYLBN-OXFD-CDF3D9
449,1,MARYLBN-OXFD-CDF3D9
450,2,MARYLBN-OXFD-CDF3D9
451,3,MARYLBN-OXFD-CDF3D9
452,4,MARYLBN-OXFD-CDF3D9
453,5,MARYLBN-OXFD-CDF3D9
454,0,MARYLBN-OXFD-F270F4
455,1,MARYLBN-OXFD-F270F4
456,2,MARYLBN-OXFD-F270F4
457,3,MARYLBN-OXFD-F270F4
458,4,MARYLBN-OXFD-F270F4
459,5,MARYLBN-OXFD-F270F4
460,6,MARYLBN-OXFD-F270F4
461,7,MARYLBN-OXFD-F270F4
462,0,MARYLBN-OXFD-142532
463,1,MARYLBN-OXFD-142532
464,2,MARYLBN-OXFD-142532
465,3,MARYLBN-OXFD-142532
466,4,MARYLBN-OXFD-142532
467,0,MARYLBN-OXFD-1B7122
468,1,MARYLBN-OXFD-1B7122
469,2,MARYLBN-OXFD-1B7122
470,3,MARYLBN-OXFD-1B7122
471,4,MARYLBN-OXFD-1B7122
472,5,MARYLBN-OXFD-1B7122
473,6,MARYLBN-OXFD-1B7122
474,7,MARYLBN-OXFD-1B7122
475,0,MARYLBN-OXFD-5E38A9
476,1,MARYLBN-OXFD-5E38A9
477,2,MARYLBN-OXFD-5E38A9
478,3,MARYLBN-OXFD-5E38A9
479,4,MARYLBN-OXFD-5E38A9
480,5,MARYLBN-OXFD-5E38A9
481,6,MARYLBN-OXFD-5E38A9
482,0,MARYLBN-OXFD-711154
483,1,MARYLBN-OXFD-711154
484,2,MARYLBN-OXFD-711154
485,3,MARYLBN-OXFD-711154
486,4,MARYLBN-OXFD-711154
487,5,MARYLBN-OXFD-711154
488,6,MARYLBN-OXFD-711154
489,7,MARYLBN-OXFD-711154
490,8,MARYLBN-OXFD-711154
491,0,MARYLBN-OXFD-BF45E3
492,1,MARYLBN-OXFD-BF45E3
493,2,MARYLBN-OXFD-BF45E3
494,3,MARYLBN-OXFD-BF45E3
495,4,MARYLBN-OXFD-BF45E3
496,5,MARYLBN-OXFD-BF45E3
497,6,MARYLBN-OXFD-BF45E3
498,7,MARYLBN-OXFD-BF45E3
499,8,MARYLBN-OXFD-BF45E3
500,0,MARYLBN-OXFD-185169
501,1,MARYLBN-OXFD-185169
502,2,MARYLBN-OXFD-185169
503,3,MARYLBN-OXFD-185169
504,4,MARYLBN-OXFD-185169
505,5,MARYLBN-OXFD-185169
506,0,MARYLBN-OXFD-7333C1
507,1,MARYLBN-OXFD-7333C1
508,2,MARYLBN-OXFD-7333C1
509,3,MARYLBN-OXFD-7333C1
510,4,MARYLBN-OXFD-7333C1
511,0,MARYLBN-OXFD-86CCB5
512,1,MARYLBN-OXFD-86CCB5
513,2,MARYLBN-OXFD-86CCB5
514,3,MARYLBN-OXFD-86CCB5
515,4,MARYLBN-OXFD-86CCB5
516,5,MARYLBN-OXFD-86CCB5
517,6,MARYLBN-OXFD-86CCB5
518,0,MARYLBN-OXFD-B70DE1
519,1,MARYLBN-OXFD-B70DE1
520,2,MARYLBN-OXFD-B70DE1
521,3,MARYLBN-OXFD-B70DE1
522,4,MARYLBN-OXFD-B70DE1
523,5,MARYLBN-OXFD-B70DE1
524,6,MARYLBN-OXFD-B70DE1
525,7,MARYLBN-OXFD-B70DE1
526,8,MARYLBN-OXFD-B70DE1
527,9,MARYLBN-OXFD-B70DE1
528,0,MARYLBN-OXFD-91663B
529,1,MARYLBN-OXFD-91663B
530,2,MARYLBN-OXFD-91663B
531,3,MARYLBN-OXFD-91663B
532,4,MARYLBN-OXFD-91663B
533,5,MARYLBN-OXFD-91663B
534,6,MARYLBN-OXFD-91663B
535,7,MARYLBN-OXFD-91663B
536,8,MARYLBN-OXFD-91663B
537,9,MARYLBN-OXFD-91663B
538,0,MARYLBN-OXFD-A1C017
539,1,MARYLBN-OXFD-A1C017
540,2,MARYLBN-OXFD-A1C017
541,3,MARYLBN-OXFD-A1C017
542,4,MARYLBN-OXFD-A1C017
543,5,MARYLBN-OXFD-A1C017
544,6,MARYLBN-OXFD-A1C017
545,7,MARYLBN-OXFD-A1C017
546,8,MARYLBN-OXFD-A1C017
547,9,MARYLBN-OXFD-A1C017
548,0,MARYLBN-OXFD-8B8F58
549,1,MARYLBN-OXFD-8B8F58
550,2,MARYLBN-OXFD-8B8F58
551,3,MARYLBN-OXFD-8B8F58
552,4,MARYLBN-OXFD-8B8F58
553,5,MARYLBN-OXFD-8B8F58
554,6,MARYLBN-OXFD-8B8F58
555,7,MARYLBN-OXFD-8B8F58
556,8,MARYLBN-OXFD-8B8F58
557,0,MARYLBN-BNBR-A1C226
558,1,MARYLBN-BNBR-A1C226
559,2,MARYLBN-BNBR-A1C226
560,3,MARYLBN-BNBR-A1C226
561,4,MARYLBN-BNBR-A1C226
562,5,MARYLBN-BNBR-A1C226
563,6,MARYLBN-BNBR-A1C226
564,7,MARYLBN-BNBR-A1C226
565,8,MARYLBN-BNBR-A1C226
566,9,MARYLBN-BNBR-A1C226
567,10,MARYLBN-BNBR-A1C226
568,11,MARYLBN-BNBR-A1C226
569,12,MARYLBN-BNBR-A1C226
570,13,MARYLBN-BNBR-A1C226
571,14,MARYLBN-BNBR-A1C226
572,15,MARYLBN-BNBR-A1C226
573,0,MARYLBN-BNBR-906DFC
574,1,MARYLBN-BNBR-906DFC
575,2,MARYLBN-BNBR-906DFC
576,3,MARYLBN-BNBR-906DFC
577,4,MARYLBN-BNBR-906DFC
578,5,MARYLBN-BNBR-906DFC
579,6,MARYLBN-BNBR-906DFC
580,7,MARYLBN-BNBR-906DFC
581,8,MARYLBN-BNBR-906DFC
582,9,MARYLBN-BNBR-906DFC
583,10,MARYLBN-BNBR-906DFC
584,0,MARYLBN-BNBR-6CD292
585,1,MARYLBN-BNBR-6CD292
586,2,MARYLBN-BNBR-6CD292
587,3,MARYLBN-BNBR-6CD292
588,4,MARYLBN-BNBR-6CD292
589,5,MARYLBN-BNBR-6CD292
590,6,MARYLBN-BNBR-6CD292
591,7,MARYLBN-BNBR-6CD292
592,8,MARYLBN-BNBR-6CD292
593,9,MARYLBN-BNBR-6CD292
594,10,MARYLBN-BNBR-6CD292
595,11,MARYLBN-BNBR-6CD292
596,0,MARYLBN-BNBR-9FAFCA
597,1,MARYLBN-BNBR-9FAFCA
598,2,MARYLBN-BNBR-9FAFCA
599,3,MARYLBN-BNBR-9FAFCA
600,4,MARYLBN-BNBR-9FAFCA
601,5,MARYLBN-BNBR-9FAFCA
602,6,MARYLBN-BNBR-9FAFCA
603,7,MARYLBN-BNBR-9FAFCA
604,8,MARYLBN-BNBR-9FAFCA
605,0,MARYLBN-BNBR-5F89B5
606,1,MARYLBN-BNBR-5F89B5
607,2,MARYLBN-BNBR-5F89B5
608,3,MARYLBN-BNBR-5F89B5
609,4,MARYLBN-BNBR-5F89B5
610,5,MARYLBN-BNBR-5F89B5
611,6,MARYLBN-BNBR-5F89B5
612,7,MARYLBN-BNBR-5F89B5
613,8,MARYLBN-BNBR-5F89B5
614,9,MARYLBN-BNBR-5F89B5
615,0,MARYLBN-BNBR-F296F5
616,1,MARYLBN-BNBR-F296F5
617,2,MARYLBN-BNBR-F296F5
618,3,MARYLBN-BNBR-F296F5
619,4,MARYLBN-BNBR-F296F5
