source,target
34937,318967
34938,318967
34954,318967
34963,318967
34987,318967
44712,318967
44718,318967
44751,318967
44762,318967
46141,318967
50766,318967
50772,318967
18992,318968
19025,318968
19264,318968
19318,318968
19331,318968
21066,318968
21084,318968
21099,318968
21109,318968
21138,318968
21165,318968
21183,318968
21200,318968
21215,318968
21230,318968
22031,318968
22048,318968
22095,318968
22112,318968
22138,318968
22148,318968
22208,318968
22248,318968
22306,318968
22332,318968
31468,318968
31473,318968
31500,318968
47292,318968
47320,318968
47433,318968
50545,318968
43522,318969
43537,318969
43550,318969
43808,318969
43824,318969
11600,318970
24737,318970
45697,318970
45717,318970
45734,318970
45759,318970
45778,318970
45798,318970
45815,318970
45835,318970
45838,318970
32786,318971
32795,318971
32810,318971
28940,318972
28950,318972
28959,318972
28970,318972
28978,318972
28988,318972
28996,318972
29005,318972
29015,318972
29025,318972
29032,318972
29040,318972
29048,318972
29810,318972
29844,318972
31593,318972
31596,318972
31605,318972
35893,318973
35925,318973
35958,318973
36017,318973
36057,318973
38150,318973
38187,318973
38192,318973
38246,318973
48769,318973
48905,318973
51331,318973
43103,318974
43127,318974
43130,318974
43154,318974
43185,318974
43197,318974
43222,318974
43266,318974
43269,318974
43295,318974
43338,318974
43383,318974
43396,318974
43425,318974
43449,318974
43503,318974
9193,318975
9349,318975
17505,318975
17520,318975
17548,318975
17577,318975
17593,318975
17600,318975
17630,318975
17661,318975
17683,318975
17688,318975
17729,318975
17736,318975
17758,318975
17777,318975
17795,318975
17811,318975
17821,318975
321616,318975
43074,318977
43095,318977
43108,318977
43149,318977
43241,318977
43248,318977
43290,318977
43312,318977
43319,318977
43362,318977
43404,318977
43466,318977
43472,318977
43482,318977
5590,318978
5618,318978
5630,318978
5654,318978
6108,318978
6120,318978
6583,318978
6604,318978
6626,318978
6641,318978
6654,318978
6675,318978
6697,318978
6720,318978
6741,318978
6765,318978
7142,318978
7161,318978
46409,318978
49561,318978
51454,318978
15626,318979
15649,318979
45062,318980
45100,318980
45111,318980
45151,318980
45162,318980
45187,318980
45227,318980
45253,318980
45278,318980
45369,318980
45379,318980
45400,318980
45415,318980
45438,318980
45462,318980
45484,318980
45497,318980
45515,318980
45533,318980
45608,318980
45626,318980
45649,318980
45671,318980
45862,318980
50014,318980
5408,318981
5416,318981
5425,318981
5435,318981
5444,318981
7172,318981
7182,318981
7791,318982
8136,318982
8153,318982
9540,318982
17000,318982
17126,318982
17153,318982
17198,318982
17211,318982
17227,318982
17248,318982
17261,318982
17270,318982
17288,318982
17302,318982
17322,318982
17335,318982
17362,318982
17375,318982
17396,318982
17411,318982
17441,318982
17474,318982
46649,318982
321598,318982
321611,318982
321649,318982
2696,318983
2713,318983
2725,318983
2733,318983
3153,318983
9248,318983
9342,318983
9484,318983
16892,318983
16905,318983
16964,318983
28688,318983
28699,318983
28711,318983
28722,318983
28745,318983
28753,318983
2703,318984
2706,318984
2717,318984
7926,318984
8540,318984
8906,318984
46305,318984
46316,318984
46330,318984
46343,318984
46353,318984
46963,318984
47066,318984
47072,318984
48245,318984
48258,318984
48269,318984
48278,318984
49133,318984
49137,318984
49213,318984
49224,318984
51533,318984
59,318985
3469,318985
3480,318985
3491,318985
3581,318985
3591,318985
3599,318985
3611,318985
3621,318985
3631,318985
4030,318985
4042,318985
4052,318985
4059,318985
4068,318985
14366,318985
49475,318985
322399,318985
18459,318986
18476,318986
18493,318986
18699,318986
19718,318986
19794,318986
19808,318986
19823,318986
19852,318986
20140,318986
20161,318986
20175,318986
20243,318986
20263,318986
20282,318986
20474,318986
21259,318986
21284,318986
21315,318986
21337,318986
22168,318986
22193,318986
22224,318986
22270,318986
22295,318986
22354,318986
22366,318986
22405,318986
47268,318986
20691,318987
20696,318987
20735,318987
20746,318987
20762,318987
20796,318987
20801,318987
20827,318987
22420,318987
22436,318987
20953,318988
29282,318988
29323,318988
29353,318988
29388,318988
29413,318988
29421,318988
29456,318988
29474,318988
29508,318988
29532,318988
29552,318988
29579,318988
29616,318988
29653,318988
29707,318988
29735,318988
29758,318988
29773,318988
29784,318988
29787,318988
29800,318988
1227,318989
1241,318989
1306,318989
1320,318989
1336,318989
23342,318989
23350,318989
24533,318989
26391,318989
711,318990
721,318990
732,318990
742,318990
761,318990
775,318990
787,318990
803,318990
805,318990
848,318990
864,318990
922,318990
932,318990
950,318990
1005,318990
39287,318990
39299,318990
39617,318990
39703,318990
39755,318990
39781,318990
39878,318990
39930,318990
40006,318990
40016,318990
40026,318990
40030,318990
40039,318990
40041,318990
40051,318990
40142,318990
40163,318990
321517,318990
804,318991
39286,318991
39298,318991
39618,318991
39879,318991
39931,318991
40040,318991
40050,318991
40164,318991
3398,318992
3420,318992
3423,318992
3436,318992
3441,318992
3454,318992
3639,318992
3655,318992
4760,318992
14066,318992
14071,318992
14099,318992
14132,318992
14138,318992
14142,318992
14149,318992
14150,318992
14154,318992
14160,318992
14379,318992
14380,318992
14404,318992
14405,318992
14416,318992
14431,318992
14432,318992
14445,318992
15715,318992
15727,318992
15781,318992
15805,318992
15819,318992
9693,318993
9724,318993
9752,318993
9755,318993
9783,318993
9786,318993
9812,318993
9845,318993
9876,318993
9879,318993
9904,318993
9907,318993
9932,318993
9935,318993
9965,318993
10005,318993
11404,318994
11426,318994
11433,318994
11504,318994
42638,318994
42844,318994
42853,318994
42864,318994
42877,318994
49339,318994
29813,318995
29841,318995
31590,318995
31599,318995
31602,318995
41492,318996
41503,318996
38136,318997
38255,318997
38289,318997
38302,318997
38336,318997
38364,318997
38387,318997
38406,318997
48945,318997
50054,318997
50122,318997
50261,318997
51507,318997
35892,318998
35912,318998
35924,318998
36018,318998
36058,318998
38149,318998
38155,318998
38186,318998
38193,318998
38224,318998
38245,318998
48758,318998
48770,318998
48904,318998
48910,318998
51330,318998
34472,318999
34489,318999
34507,318999
34529,318999
34538,318999
34579,318999
34588,318999
34615,318999
34624,318999
35101,318999
35110,318999
35153,318999
35343,318999
35348,318999
35367,318999
35372,318999
35405,318999
35418,318999
35431,318999
35436,318999
35455,318999
35602,318999
35639,318999
35694,318999
35728,318999
35743,318999
35757,318999
35772,318999
35793,318999
35808,318999
35822,318999
35836,318999
44851,318999
48702,318999
48707,318999
48739,318999
51309,318999
5057,319000
5066,319000
16167,319000
16187,319000
16209,319000
16221,319000
16242,319000
16264,319000
46068,319000
4287,319001
14940,319001
14941,319001
14974,319001
15000,319001
15029,319001
16370,319001
16409,319001
16418,319001
46091,319001
46105,319001
3780,319002
3987,319002
15862,319002
15901,319002
9292,319003
11845,319003
44368,319003
44377,319003
44392,319003
44413,319003
49391,319003
49883,319003
14673,319004
14692,319004
14710,319004
14729,319004
2229,319005
26707,319005
26746,319005
26787,319005
26849,319005
26951,319005
26985,319005
27116,319005
27140,319005
27167,319005
27245,319005
27295,319005
27419,319005
27442,319005
27460,319005
27498,319005
27523,319005
27541,319005
27647,319005
27672,319005
27707,319005
27737,319005
27757,319005
27785,319005
38855,319005
38876,319005
38887,319005
38940,319005
38950,319005
38961,319005
38975,319005
39122,319005
44815,319005
47568,319005
47595,319005
47624,319005
47644,319005
47662,319005
47712,319005
47883,319005
47909,319005
49100,319005
49440,319005
50913,319005
34478,319006
34501,319006
34518,319006
34568,319006
34599,319006
34602,319006
3650,319007
4755,319007
14374,319007
14385,319007
14399,319007
14410,319007
14426,319007
14437,319007
15720,319007
15732,319007
15814,319007
12778,319008
12781,319008
13228,319008
13939,319008
41607,319008
43507,319008
43510,319008
43515,319008
1359,319009
27857,319009
27925,319009
27944,319009
28014,319009
28362,319009
28383,319009
28399,319009
28415,319009
28436,319009
28451,319009
28488,319009
28523,319009
28543,319009
28560,319009
28581,319009
48173,319009
322231,319009
322256,319009
1616,319011
1626,319011
1659,319011
1672,319011
1687,319011
1694,319011
1708,319011
1768,319011
1793,319011
1854,319011
1870,319011
1885,319011
1897,319011
1913,319011
1937,319011
1944,319011
1971,319011
1979,319011
1986,319011
1998,319011
2016,319011
2023,319011
2030,319011
2038,319011
2050,319011
2070,319011
2092,319011
2112,319011
2131,319011
2139,319011
2156,319011
23488,319011
23511,319011
24638,319011
24647,319011
24696,319011
40713,319011
40718,319011
40746,319011
40762,319011
40777,319011
40789,319011
40802,319011
40808,319011
40844,319011
40860,319011
40872,319011
40887,319011
40904,319011
40922,319011
40925,319011
40935,319011
40946,319011
40952,319011
40956,319011
40970,319011
40999,319011
41019,319011
41026,319011
41051,319011
41055,319011
49162,319011
49177,319011
23487,319012
23512,319012
1205,319014
25689,319014
25705,319014
25721,319014
25738,319014
25753,319014
25773,319014
26097,319014
26136,319014
26164,319014
30064,319015
30086,319015
30099,319015
31388,319015
31412,319015
31437,319015
31460,319015
31526,319015
31614,319015
31638,319015
31957,319015
31972,319015
31983,319015
31997,319015
32032,319015
32046,319015
32072,319015
32098,319015
32120,319015
32186,319015
32267,319015
32278,319015
32292,319015
32305,319015
32320,319015
32419,319015
51193,319015
11264,319016
11347,319016
11367,319016
42319,319016
42696,319016
42827,319016
43050,319016
43061,319016
43088,319016
43104,319016
43128,319016
43129,319016
43153,319016
43186,319016
43198,319016
43210,319016
43221,319016
43267,319016
43268,319016
43294,319016
43339,319016
43358,319016
43384,319016
43395,319016
43426,319016
43448,319016
43504,319016
322139,319016
322140,319016
17123,319017
17137,319017
17144,319017
17147,319017
17156,319017
17201,319017
17208,319017
17224,319017
17251,319017
17258,319017
17267,319017
17285,319017
17305,319017
17325,319017
17332,319017
17365,319017
17372,319017
17393,319017
17408,319017
17438,319017
27957,319018
28060,319018
28253,319018
28624,319018
28634,319018
46150,319018
48052,319018
48075,319018
48229,319018
50928,319018
27956,319019
28061,319019
28254,319019
28623,319019
28633,319019
46151,319019
48053,319019
48074,319019
48228,319019
50927,319019
28252,319020
28625,319020
28635,319020
46149,319020
48230,319020
